text_id,post_text,sentiment_label,topic_category
TXT_03938,"""No, you ppl on Twitter have proven how stupid you are with the Hulk Hogan thing, don't try pretending like you understand the 2nd amendment.""",Negative,Community_Discussion
TXT_03946,"@user @user it is requested that pukhtun custom related to Islam are the base of Afghanistan which may kindly not to be ignored,""",Neutral,Community_Discussion
TXT_03948,Oh goodie: that game no one liked about the blind girl hits PS4 tomorrow.,Negative,Community_Discussion
TXT_03956,I'm going to try to get it done before I see Shawn tomorrow but I don't think it's gunna happen,Negative,Technical_Issues
TXT_03958,Sunday night is Chilis night in the Turner house lol,Positive,Community_Discussion
TXT_03988,"@user We""""re barely 40% to the IRA tally in England. Tolerance is high for this. Deaths will be sky-high before the march down Whitehall""",Negative,Technical_Issues
TXT_03995,"""Rachael: Evening! Unleashed is ON!! Kicking off your Monday night with The Vamps, Beyonce and X Factor winner Louisa all before 8pm! x""",Positive,Feature_Feedback
TXT_03996,Since tomorrow is my birthday & all\u002c I\u2019m gonna listen to every song with  the word birthday in it... Birthday Cake\u002c Birthday Girl...,Neutral,Community_Discussion
TXT_04002,I have a lot of plans for my day tomorrow. And by that I mean I'm going to accidentally play Dark Souls for 5 hours. &amp; still whine about it.,Positive,Community_Discussion
TXT_04031,"@user @user @user Actually, it was the other way round: 1st this admin literally kissed ass, then Iran demanded mills on top!""",Negative,Community_Discussion
TXT_04042,I've given it some thought over the holidays and think Justin Bieber may be cool now.,Positive,Community_Discussion
TXT_04044,@user @user Reminded you of Arsenal's traditional Februray-April breakdown? Get off your high horse...,Negative,Technical_Issues
TXT_04049,@user going holiday eh ? HAHA going to Melaka tomorrow :),Positive,Community_Discussion
TXT_04050,@user @user i seized some in our neighborhood on EID's 2nd day but faced some anger frm their families' side :( so gave thm back,Negative,Community_Discussion
TXT_04058,September 5th 1979 the Grateful Dead performed at NYC's Madison Square Garden (audio),Positive,Community_Discussion
TXT_04061,"""ffs Louis is the fucking sun, Niall is holding his damn guitar, Liam is the only one singing seriously &amp; no one knows wtf Harry's doing""",Negative,Feature_Feedback
TXT_04074,'This programme features indiscrete discussions about the royal family which may distress some viewers' Weirdest warning ever on Big Brother,Negative,Feature_Feedback
TXT_04075,What\u2019s worse than being stuck in a time loop of Groundhog day? Being stuck in a Monday loop.,Negative,Community_Discussion
TXT_04081,@user @user he said if Chris bosh had to burp that shit wouldn\u2019t come out til tomorrow long neck mothafucka lmfaoooo go head!,Negative,Community_Discussion
TXT_04092,Lost my iPad for the 2nd time today,Negative,Community_Discussion
TXT_04098,"""Tomorrow!! Pop up class with @user  Credits include : Miley Cyrus, Katy Perry, Jidenna, Nickelodeon,...",Neutral,Community_Discussion
TXT_04125,im really about to see Travis Garland and Janet Jackson in the same week in October .. sometimes my life is blissful .,Positive,Community_Discussion
TXT_04133,David Beckham as James Bond may just be the worst idea I've ever heard in my life,Negative,Community_Discussion
TXT_04137,#YakubToHang Matter of fate; Yakub to be hanged tomorrow on his b'day. Apart 4rm all v sud nt forget dat he is being paid off 4 his sins.,Negative,Community_Discussion
TXT_04147,karimozena: Presidential Hopeful Kanye West Is Performing at the HollywoodBowl on September 25,Neutral,Community_Discussion
TXT_04159,"@user Milan , rates go into effect tomorrow , do you see nzdusd lower ? . TY""",Neutral,Community_Discussion
TXT_04167,Lakers gonna lose to the Clippers tomorrow and gonna think the world is over.. Relax y\u2019all okay but not gonna win the West,Negative,Community_Discussion
TXT_04171,Milan will play Bologna on the 6th of January when Serie A resumes after the Christmas break.,Neutral,Community_Discussion
TXT_04182,TFI Friday and Chris Evans need to fuck off back to the 90s,Negative,Community_Discussion
TXT_04191,#nacamam @user you have to try Skywalk Deli on the 2nd floor of the Comerica building on Monroe! #bestlunche,Positive,Feature_Feedback
TXT_04204,From Jan: Heartrending artistic tributes to Charlie Hebdo and the power of the pen,Neutral,Community_Discussion
TXT_04206,"Louisiana's Republican governor, Bobby Jindal, told Fox and Friends Friday morning that he's suspending his...",Neutral,Account_Security
TXT_04225,Paul McCartney playing as the sun sets in Chicago was definitely one of the most beautiful things I've ever witnessed ok,Positive,Community_Discussion
TXT_04236,"""David Wright's E5 on throw pulls @user off 1st, tho he looked out. @user get 4 unearned runs, lead #Mets 4-1.""",Neutral,Community_Discussion
TXT_04238,@user actually now they're all denying they ever believed the sun when it came to Zayn.....not even they can keep up with their BS,Negative,Community_Discussion
TXT_04239,@user Was there a specific reason you guys stopped doing Kpop Music Monday?  Feel out of touch with KPOP since you stopped. :(,Negative,Community_Discussion
TXT_04275,@user @user Actually Todd here is starving for a theocracy; nothing new under the sun. Fox fans those flames. Easy to sell fear,Negative,Community_Discussion
TXT_04281,My trick or treating will happen tomorrow night..at Walgreens....in the candy aisle.,Neutral,Technical_Issues
TXT_04282,"""\""""""""How many continents was The Challenge filmed on?\"""""""" \""""""""21?\"""""""" okay\u002c what did you fail 2nd grade?""",Negative,Community_Discussion
TXT_04296,Wow Drew Peterson was just convicted on september 6th for murder of his 3rd wide and they never found the body of his 4th wide Smfh,Negative,Community_Discussion
TXT_04298,Anyone going yo watch the Lakers vs Heat game in Miami February?,Neutral,Community_Discussion
TXT_04304,Why the fuck does Collins have David Wright batting 2nd,Negative,Community_Discussion
TXT_04319,Keith Richards means nothing to Monday night and is awful\u002c cant we all just forgive Hank Jr!?!,Negative,Community_Discussion
TXT_04323,@user @user and when I go to see Madonna in march I'm going to pretend its really you up on stage. I'll never forget u Ellen!,Positive,Community_Discussion
TXT_04362,RT @user Have you hated Auburn today?,Negative,Community_Discussion
TXT_04387,Dustin Johnson dealt with another major disappointment after shooting +3 &amp; going from leading after 2 at -10 to being tied for 22nd &amp; at -7,Negative,Technical_Issues
TXT_04394,"""Martin stupid \""""""""1st notice\u002c 2nd notice\u002c a don\u2019t let me catch your ass in the street notice\""""""""""",Negative,Community_Discussion
TXT_04395,Many may not know that Michelle Obama graduated from Harvard. What did she learn there? She had to surrender her law license for LYING.,Negative,Community_Discussion
TXT_04397,"""85 schools closed and nearly 120,000 students affected by Boko Haram attacks with ur we can do more for them @user",Negative,Community_Discussion
TXT_04398,"@user @user But he is shirking the gap between him and Eddie year by year. No one is catching Seinfeld, but he may catch Eddie.",Positive,Community_Discussion
TXT_04410,day 3: still got no power and takin like the 3rd cold as shower fml. fxckin freezing. reminds of peru lmao #,Negative,Community_Discussion
TXT_04415,Crappity-crap! I'm always away when he comes to town! Paul McCartney to play ACC on Oct. 17,Negative,Technical_Issues
TXT_04421,We do not live in Ground Hog Day\u002c we don\u2019t live with a victim mentality\u002c today B rough but tomorrow won\u2019t be the same #El #leadership,Neutral,Community_Discussion
TXT_04444,@user Didn't Leverkusen reject a 20m offer for him in the summer? I fail to see how his stock may have dropped since then,Negative,Community_Discussion
TXT_04456,"""Tracy McGrady signed with a team in China today.  Clearly, that team does not have aspirations of reaching the 2nd round""",Negative,Community_Discussion
TXT_04478,"""A no no, Kanye announces he's running for president, and nicki gets crazy with Miley all in the the same night.. It's Sunday wtf""",Negative,Community_Discussion
TXT_04483,"Morgan Stanley Rating Update on Monsanto Company (NYSE:MON): In a research note released to the investors, Mor...",Positive,Technical_Issues
TXT_04486,I'm so sad. No Inkigayo tomorrow. That means we don't get to see IU in her Halloween costume on TV. Hope she tweets a selca. Witch IU?,Negative,Community_Discussion
TXT_04497,"@user on the 11th, or as I like to call, the day the chosen one was born, and by chosen one I mean Hulk Hogan""",Positive,Community_Discussion
TXT_04503,I had to represent. And we been off and on like ever since. Might take you back to Disneyland girl I ain't forget.,Positive,Community_Discussion
TXT_04504,The 'Muslims Facing Tomorrow' organization is as big of a joke as the 'Muslim Canadian Congress' organization.,Negative,Community_Discussion
TXT_04506,May God bless the people of Israel and keep them safe.,Positive,Community_Discussion
TXT_04533,good morning @user  you can't stop me from buying the Nokia N9 #Meego #maemo,Positive,Community_Discussion
TXT_04537,Imagine how deprived we'd be without the Sunday morning shows sharing with us the wisdom of Sarah Palin and Dick Cheney. #p2 #topprog,Negative,Community_Discussion
TXT_04538,ive been to the library twice and both times ive sat in swanky chairs watching netflix #lit #collegegoals #woo,Positive,Community_Discussion
TXT_04539,@user When I hear the words Monday Night Football I still think Frank Gifford. Thank you for sharing his testimony on the air!,Positive,Community_Discussion
TXT_04562,"""3rd day of Eid, Eid Mubarak dears all.",Positive,Community_Discussion
TXT_04573,I wish Milan make an attempt to sign Candreva in January,Neutral,Community_Discussion
TXT_04584,Drexel classes are cancelled monday and tuesday..now I just need work to be cancelled..,Negative,Community_Discussion
TXT_04591,Might be getting a little excited about seeing Foo Fighters on Saturday. #rock,Positive,Community_Discussion
TXT_04597,Got a great piece for you History buffs Friday morning\u002c a game between Schalke & Bayern that marked the end of Germany\u2019s greatest ever side.,Positive,Community_Discussion
TXT_04599,"@user  To be fair the worst escapists, d 1st to cut &amp; run, have been Christians, closely followed by Sunnis. Alawis have escaped d least""",Negative,Community_Discussion
TXT_04615,I\u2019m missing VCU\u2019s 1st scrimmage against VUU to study for an exam. Apparently #Havoc is here: 53-13 VCU up in just the 1st qtr. #damn,Negative,Technical_Issues
TXT_04616,"@user I gave Verlander a slight edge over CC, but after today against Boston, he is no Cy Young material.""",Negative,Community_Discussion
TXT_04639,"@user c'mon bruh, you watch Chelsea every week you aren't actually gonna tell me that Oscar works harder due to tackles are you?",Negative,Community_Discussion
TXT_04647,Lame. I thought they were going to put them on a card with Rousey and house it at ATT Stadium.,Neutral,Community_Discussion
TXT_04653,Might be going for the LSU game Saturday!,Positive,Community_Discussion
TXT_04669,@user FCA is tomorrow\u002c I\u2019d love to see you there Kenadee,Positive,Community_Discussion
TXT_04673,"The last known person on planet earth to own a Nokia button phone, my mother, got an iPhone on Friday. A 73 yo played with Spotify today.",Positive,Feature_Feedback
TXT_04696,@user @user @user the States ensured SCOTUS could take this action by enacting 14th Amendment,Neutral,Community_Discussion
TXT_04699,I was a Donald Trump supporter for PResident but then I heard John Kasich make some good point so now so I switched - said no one tomorrow,Neutral,Community_Discussion
TXT_04710,@user @user - St Patricks Day with u guys on #Script3Tour Don't mind which is 1st/last as long as hear the amazin ~I'm Yours,Positive,Community_Discussion
TXT_04711,"@user I'm going to watch Crossfire Hurricane tomorrow HBO 2:00, can't wait, I'm sure I will fall in love with it!""",Positive,Community_Discussion
TXT_04716,"""It has to be Thor for me @user love the character, and Chris Hemsworth plays him well. I feel Civalwar may change this tho! #Marvel2015""",Positive,Community_Discussion
TXT_04721,@user ano it was Chelsea when they lost and MUFC when they lost last night! Can\u2019t see Pardew saying about Suarez if lfc win Sunday,Negative,Community_Discussion
TXT_04726,I hope the Steelers CRUSH Tom Brady on Thursday. Damn cheater.,Negative,Community_Discussion
TXT_04728,We need to let go of Frank Ocean. He died on the 31st of July. He's gone,Negative,Community_Discussion
TXT_04732,Anyone trying to hit up Jason Aldean with me Friday night in Charlotte?,Neutral,Community_Discussion
TXT_04742,Damn I forgot to go off on Bernie Sanders supporters today. I guess I'll just hold off until tomorrow,Negative,Community_Discussion
TXT_04750,Nobunaga's Ambition: Sphere of Influence launches on PS4 tomorrow. I believe this is the PS4's first strategy title.,Neutral,Community_Discussion
TXT_04753,Michelle Obama is one of the most active 1st ladies since Eleanor Roosevelt tbh,Positive,Community_Discussion
TXT_04757,"@user and Muslims will be 1/3rd of worlds population that is just scary but I,ll be long gone by then""",Negative,Community_Discussion
TXT_04763,"""Tomorrow is the last day to register for Youth Soccer, Youth Volleyball and Tiny Tot Soccer! -",Neutral,Community_Discussion
TXT_04764,#ElizabethPena dead at 55. Jan Hooks at 57. WTF!!! I'm getting old. Stop it.  :ahhh::ahhh::ahhh:,Negative,Community_Discussion
TXT_04771,Well with Zayn joining ISIS it is hard to maintain their family friendly image.,Negative,Community_Discussion
TXT_04775,RT @user They should make a new Friday and have Kevin Hart Katt Williams And Mike Epps in it.,Neutral,Community_Discussion
TXT_04783,Next Friday at Airline Skate Center \u002cMicheal Jackson tribute night. Friday Night 7-11 \u002c Ill be on the 1s & 2s.,Neutral,Community_Discussion
TXT_04785,Yakub should be hanged to death tomorrow the Mumbai's culprid else will oppose it by following a black day,Negative,Community_Discussion
TXT_04788,Great to see Paul Dunne &amp; Padraig Harrington in with a chance to win the 2015 British Open at St.Andrews on Monday.,Positive,Community_Discussion
TXT_04806,30 August: Taylor Swift accepting her award for Blank Space with the Bad Blood squad at the MTV VMA Red Carpet,Neutral,Community_Discussion
TXT_04807,"""I don\u2019t get how people are saying she\u2019s lying about the direction of her 4th album\u002c because she \""""""""lied\"""""""" about the direction of Unbroken?""",Negative,Community_Discussion
TXT_04817,"@user Sylvia, I can't make Thursday evening I have an event to go to. Can do it Saturday if that's ok? #norestforthewicked""",Negative,Community_Discussion
TXT_04822,@user yes they seem to be in quite a mess at BCFC hope you beat Spurs tomorrow,Negative,Feature_Feedback
TXT_04832,@user 3rd floor ISAT on the roof you\u2019ll see it when you walk up the stairs its on the right,Neutral,Community_Discussion
TXT_04854,Smart money says Rick Perry will be the first to call it quits. He may be a winner in Texas but not nationally.,Neutral,Feature_Feedback
TXT_04858,Sam smith just came on. I sat down. I will not rave to that guy,Negative,Technical_Issues
TXT_04865,"David Cameron, The Sun and The Daily Mail make me physically sick.",Negative,Community_Discussion
TXT_04868,Caught up on True Blood!! I love it... Now time for bed! Night peeps.. be safe tonight :)!!!,Positive,Community_Discussion
TXT_04877,"Everytime I watch the 4th Harry Potter, a part of me still thinks that maybe Cedric will return to the port-key... But he never does *cries*",Negative,Community_Discussion
TXT_04883,@user Will do brothaaa. I might be going to the Ohio State vs. NKU game on December 1st @user,Neutral,Community_Discussion
TXT_04886,I'm pretty sure U2 invented the 3rd world so they had someone who actually looked them.,Negative,Community_Discussion
TXT_04891,I want to go for Dance on Friday but it seems like I can't because it's Nurses Day on that and we can't skip it! NUUU. HAIS.,Negative,Community_Discussion
TXT_04897,A little CAK-Alcoa primer before tonight\u2019s State Farm Rivalry Thursday game....,Neutral,Community_Discussion
TXT_04904,Most annoying twat ever! But she brought Dunkin so I may just talk to her today...,Negative,Community_Discussion
TXT_04906,Bad Blood is not a music video it looks like a Pepsi super bowl commercial. It's 5 minutes of cameos to a song with 6th grade lyrics,Negative,Community_Discussion
TXT_04914,Flashback Friday to pre opening for @user Can't wait to do it all again September 10th for Jason Aldean!!,Positive,Community_Discussion
TXT_04916,They're going to release info and tickets for the JaDine World Tour on Dec 25 where is the chill people I need to see 'em in Milan wtf.,Negative,Community_Discussion
TXT_04922,in 8th grade i harassed a 7th grader telling him he looked like michael jackson every day and he just walked past me. he still looks like MJ,Negative,Community_Discussion
TXT_04924,"@user Very nice, check out the sights Saturday ( or sneak to Disney...). Have you booked hotel/train yet?""",Positive,Community_Discussion
TXT_04932,Sorry for not replying much\u002c working but most want Sagna LB or TV5 shifted but remember Kos and Jenk played 120 mins tues too. #toughcall,Negative,Community_Discussion
TXT_04933,Hillary can take her phony apology and shove it where the sun doesn't shine. She is only sorry she was caught it's all about power.,Negative,Community_Discussion
TXT_04934,Half naked & covered in baby spew! 3points for the Dons tomorrow though! #WeAreAllCammySmith #WeAreAllCammySmithRedArmyBanner,Negative,Account_Security
TXT_04936,Arian Foster / Arian Foster was limited in Thursday's practice with a groin #NFL #HOU,Negative,Community_Discussion
TXT_04937,@user Yes sir! Airasia's inagural flight. Thank you Sir Jim for the photo opportunity and reply. My 1st time to b tweeted back! Yehey!,Positive,Community_Discussion
TXT_04944,"@user @user Thor: What a pussy. Other God's have universes, Thor gets a measly day of the week """"Thursday"""" #meh""",Negative,Community_Discussion
TXT_04949,I hear that Caitlyn Jenner may have to go to jail.  I guess she committed MANslaughter!  @user @user,Negative,Community_Discussion
TXT_04962,"I saw something hideous &amp; disgusting on the road side. Broken &amp; long dead. It not sure, but it may have been Bobby Jindal's last scruple.",Negative,Community_Discussion
TXT_04965,The Foo Fighters noise will be so annoying on Saturday trying to watch the football,Negative,Community_Discussion
TXT_04968,So excited for these upcoming shows! Its time to get HALLOWEIRD!   10/27(TOMORROW NIGHT) @ the Fox Theatre w/...,Positive,Community_Discussion
TXT_04969,Photo: Someone fired a few shots in the 1400 block of Pollock Street on Wednesday night. Lexus took a...,Negative,Community_Discussion
TXT_04973,Golam Globus-OK-here's the deal: I may not like this movie. Except it has Chuck Norris in it. :-)),Neutral,Community_Discussion
TXT_04978,TFI Friday and Chris Evans need to fuck off back to the 90s,Negative,Community_Discussion
TXT_04984,I don\u2019t want to go to school on Monday . My excuse will be that HISD doesn\u2019t have school lol ~,Negative,Community_Discussion
TXT_04988,I wanna yank off Donald Trump's toupee but it may bite me,Negative,Community_Discussion
TXT_04997,Love taking a youtube break next day HD TV will be here and Saturday will be a BEAST VID,Positive,Community_Discussion
TXT_05007,[trans]TV shooting week started. 1st shoot tonight HEY HEY HEY live broadcasting. THSK will show u a new song! (a ...,Positive,Community_Discussion
TXT_05020,@user you are right to identify a variety of intentions. A variety of intentions may still be fully compatible for Christians.,Neutral,Community_Discussion
TXT_05022,Photo: Someone fired a few shots in the 1400 block of Pollock Street on Wednesday night. Lexus took a...,Negative,Community_Discussion
TXT_05036,Shaq Morris narrowed his list to Wichita State and Oral Roberts. He said he will likely make a final decision Monday. #shockers #mvc,Neutral,Community_Discussion
TXT_05038,What works for Kim Kardashian may not work the same way for you girls! #Facts,Negative,Community_Discussion
TXT_05049,Democrats will say #BlackLivesMatter as they march you right up to the doorstep of Planned Parenthood.,Negative,Community_Discussion
TXT_05051,Do you feel religious freedom in USA may be denied to Christians under the guise of separation of church &amp; state?,Neutral,Feature_Feedback
TXT_05057,"@user @user had cpl 10-3 seasns but c'mon now,doesnt take a genius to google how bad you guys were.OSU NEVER been that bad",Negative,Community_Discussion
TXT_05066,I just need to chill. Can\u2019t wait to unleash some aggression at Black Dahlia Murder tomorrow. #GonnaEndALife,Negative,Community_Discussion
TXT_05077,"""Welp, blue jays saying fuck pitch counts. David Price back in for the 8th.""",Negative,Community_Discussion
TXT_05082,@user can you play some Iron Maiden for me while I'm stuck at work on a Saturday night!,Positive,Community_Discussion
TXT_05088,"For sure just Missed my exit because was singing to Mariah Carey way too full out. Happy Friday, all.",Neutral,Technical_Issues
TXT_05111,I really feel like poor planning was involved in whatever it was that made Ash Wednesday and National Margarita Day collide,Negative,Community_Discussion
TXT_05117,What the crap\u002c NBC? The Voice does NOT belong on Thursday nights. I need my 30 Rock\u002c Parks and Red\u002c and The Office. And I want #Community!,Negative,Community_Discussion
TXT_05120,Israel warns Brazil faces diplomatic downgrade unless it accepts settler in occupied west bank as ambassador,Negative,Technical_Issues
TXT_05129,Happy #40th birthday to one of the most dependable human beings I know. May your light never go dim my Big Brother and friend @user,Positive,Technical_Issues
TXT_05131,"@user noooo not yet. We had a birthday date night last night. Plus I watch it on hulu, which means no Hannibal until Sunday :/",Negative,Community_Discussion
TXT_05142,"""\""""@ESPNChrisPalmer: Dwight Howard gets his 4th career 30-point\u002c 10-rebound\u002c 5-assist game.\"""" Too bad it comes in a loss. #Portland""",Negative,Community_Discussion
TXT_05146,@user BASIC NEEDS what part of this dont U understand. I just said communication may be EVENTUALLY important. Get a 10 euro Nokia,Negative,Community_Discussion
TXT_05147,@user u ok with the poster for tomorrow?  tea will be provided for you.. can you get to the cafe for about 6pm to sound check? Rosie x,Positive,Community_Discussion
TXT_05151,#Rangers up 3-1 in the 5th. That's what you get for booing Josh Hamilton. #Angels,Neutral,Community_Discussion
TXT_05159,@user obviously you are glad the Christians in Europe may solve a Middle East problem ! Shame on you mr Hassan,Negative,Community_Discussion
TXT_05161,"@user Unemployment at 5,3%,more Americans with health insurance,decapitation of Al qaeda, gay rights.You just may be to bigoted to see""",Negative,Community_Discussion
TXT_05168,"""So I sat through that for Nintendo's announcement and they didn't make one. Like, even a trailer for Twilight Princess HD would've been fine""",Negative,Community_Discussion
TXT_05185,Lol watch how the media paints Nicki as an angry black woman tomorrow morning and miley as the victim #bye,Negative,Community_Discussion
TXT_05187,im really about to see Travis Garland and Janet Jackson in the same week in October .. sometimes my life is blissful .,Positive,Community_Discussion
TXT_05203,"To quote Seinfeld's Kramer, Monday has a feel; Wed has a feel, and FRIDAY has a feel. Here's to feeling the first Friday of the school year!",Positive,Community_Discussion
TXT_05205,Centre suffering from \u2019policy paralysis\u2019\u002c alleges Jayalalithaa: Jayalalithaa on Tuesday charged the UPA go... #News,Negative,Community_Discussion
TXT_05211,"Can't listen to Fleetwood Mac's ""Not That Funny"" without feeling like it's being sung by a petulant 6th grader.",Negative,Community_Discussion
TXT_05217,Just got done playing Mass Effect 3 multiplayer for PC for alittle bit.Now i\u2019m gonna watch Friday the 13th on the AMC channel. @user,Neutral,Community_Discussion
TXT_05237,"""Tomorrow 7-14-15 the new Harper Lee novel """"Go set a Watchman"""" is released !!!""",Positive,Community_Discussion
TXT_05244,"""Man behind 5th-grade insults in @user hot take a """"senior editor"""" ... which explains a lot about Rolling Stone",Negative,Community_Discussion
TXT_05248,@user what are you some stupid Twilight vampire? REAL ones don't go outside to tan. They sleep in complete darkness until the sun is down,Negative,Technical_Issues
TXT_05249,If we\u2019re still 3rd favourites at the end of the day then odds have more shit than White Hart Lane and Anfield put together.,Negative,Community_Discussion
TXT_05265,My teachers call themselves givng us candy....wasn\u2019t even the GOOD stuff. I might go to Walmart or CVS tomorrow/,Negative,Community_Discussion
TXT_05266,@user it's a lot bigger than you may think just take a look at Hannibal,Positive,Community_Discussion
TXT_05271,@user Ohhh! I'm gonna be getting back into it on PS4 on 15th think I should start fresh though as I've not played in ages.,Positive,Community_Discussion
TXT_05276,AC/DC is in Toronto tomorrow and I can't believe I'm gonna miss it,Negative,Community_Discussion
TXT_05282,"""Game in progress, but Kris Bryant has hit his 15th HR. He has 3-RBIs at the moment.""",Neutral,Community_Discussion
TXT_05288,Burger & Blonde Friday today @user Crows Nest $2.00 Pure Blonde with any burger purchase!,Neutral,Community_Discussion
TXT_05290,Maybe because of this he may compliment Kendrick if they both did a collab album &amp; might fight to hold his own might be good,Positive,Community_Discussion
TXT_05294,Eid is September 24th and Drake is releasing his new album that day this will probably be the best eid gift I've ever received alhamdullilah,Positive,Community_Discussion
TXT_05299,Brock Lesnar vs. Bo Dallas at MSG on October 3rd? Bo's promos over the next several weeks should be classic.,Neutral,Community_Discussion
TXT_05300,"""All the millions Real Madrid have got, still can't buy a decent PC. Smh. #DeadlineDay",Negative,Community_Discussion
TXT_05305,The only time it is okay to discriminate towards Christians is with handing out presents on 25th December.  #refugeescrisis #auspol,Positive,Community_Discussion
TXT_05314,Some members of the Boko Haram sect have been killed by troops of the 26th Task Force Brigade in Gwoza,Negative,Community_Discussion
TXT_05339,"@user Awesome! So far, Spring Breakers, Writers & iLL Manors. Come Out and Play tonight @user then hopefully one on Sunday.""",Positive,Community_Discussion
TXT_05340,why did I never know about $1 coffees on Monday at Dunkin before #lifesavior,Neutral,Community_Discussion
TXT_05341,uhh Oracle if there is no spoon what am I eating this 4th can of Spaghettios with?,Neutral,Community_Discussion
TXT_05343,"GA Tech Game, Falcons Game, Joe Biden in town, Dragon Con, Labor Day Traffic, Rain Traffic..I may just stay the night where im at fuck it.",Negative,Community_Discussion
TXT_05350,Mao\u2019s cult may have no place in China\u2019s future: As tension increased on the border with India in the early 1960\u2019...,Negative,Community_Discussion
TXT_05387,"""\""""""""@Peter_Owen1: Bulls season tips off Wednesday night vs Sacramento Kings. Excited is not the word.\"""""""" Frustrated is the right one...""",Negative,Community_Discussion
TXT_05390,I'm eligible for an upgrade next Monday. Hopefully the new iPhone drops next Friday so I can go straight to Verizon after work.,Positive,Community_Discussion
TXT_05400,Villagers reported 15 persons killed on Tuesday night as Boko Haram fighters returns to the village,Negative,Community_Discussion
TXT_05408,"""#mufc really need to sort their shit out! No defenders &amp; attackers! Stones &amp; berahino or Kane, may not be the best yet but would take them""",Negative,Community_Discussion
TXT_05423,I have tkts to see Plan B next Feb- he has already announced his support acts- Labrinth and Rudimental!!!!this news has made me tres happy,Positive,Technical_Issues
TXT_05425,i just want to go the alonso game tomorrow. robinson is lame and its a shame,Negative,Community_Discussion
TXT_05445,"""Reagan gone need me tomorrow , she gone want some if my candy , but ima tell her Noo""",Negative,Community_Discussion
TXT_05446,Just like the final shot in the the shining. Rembrandt may have painted John Belushi. #rembrandt #belushi,Neutral,Community_Discussion
TXT_05458,Drake\u002c lil Wayne\u002c dr dre\u002c wiz\u002c Mac\u002c all dem haters gonna be jealous of our tweets in the sun rise motha fuckas @user,Negative,Community_Discussion
TXT_05462,Is there a single word in this 2006 Gordon Brown speech to the City of London that George Osborne couldn't have said?,Neutral,Community_Discussion
TXT_05464,Christie may beat him to it but either way both are out. Insiders: Rick Perry will be first to drop out,Negative,Community_Discussion
TXT_05471,Richard Bland in contention for 1st Euro Tour title with a late birdie charge giving him a 1-shot lead midway through the Italian Open #FSN,Neutral,Community_Discussion
TXT_05472,Some RI cycling. Some Red Sox baseball. Some @user storytime on the bike. What's not to love?!,Positive,Community_Discussion
TXT_05476,And with Serena's 11th ace she wins the match vs her sister Venus,Positive,Community_Discussion
TXT_05478,Finna hit the Grammys tomorrow then ima finna go thug it with @user live in my stomping grounds in the IE! #GrittyGrindN,Neutral,Community_Discussion
TXT_05492,Madonna is in concert tonight in St. Louis.  All the women are dressing like 80s whores.  Some of them may even go to the concert.,Negative,Feature_Feedback
TXT_05507,I cut 6th period just so kevin didnt have to be in art by himself\u002c im such a good friend!,Positive,Community_Discussion
TXT_05519,@user lol so Milan will get a lot of money regardless of being 1st or 15th in the league.,Neutral,Community_Discussion
TXT_05526,Must stop Zayn at all costs from going,Neutral,Community_Discussion
TXT_05527,Jeb Bush's ad blitz begins Sept 15th in the early primary states. No poll movement by October? Donors might squirm.,Negative,Feature_Feedback
TXT_05533,"Nice One Hillary...don't want to mention Tar Sands, Monsanto, Arctic Drilling and the TPP? I'm supporting Bernie.",Negative,Community_Discussion
TXT_05534,Kendrick's Black Friday track destroyed Cole's but they was just warming us up for ROTD2,Neutral,Community_Discussion
TXT_05537,"""Women don't let men enjoy anything. You're complaining about 1 month of Star Wars? Bitch, I sat through 2 years of Twilight.""",Negative,Community_Discussion
TXT_05541,6th floor. David Mack assaults Jennifer Lawrence with a hemorrhoid. Amitabh Bachchan mows Lisa Kudrow all the while.,Negative,Community_Discussion
TXT_05545,And I never had a good time I sat by my bedside with papers\u002c poetry about Estella.   #Greatexpectations,Negative,Community_Discussion
TXT_05546,"""If the wild rumours about Alonso's 2015 salary being thrown around are true, that diamond encrusted mono-brow comb may be getting closer...""",Negative,Community_Discussion
TXT_05549,Part of me hopes Abbott does it b/c I believe it will blow up in his face if he singles out Christians. It may take time for him to see why,Negative,Community_Discussion
TXT_05553,"""If you hate Tony Blair and consider him a war criminal, it's well worth reading about this",Negative,Community_Discussion
TXT_05554,@user The schools are also in the middle of ISTEP testing\u002c so they may not be able to get back to you yet,Negative,Community_Discussion
TXT_05557,Presidents Day Tomorrow.  Come on down\u002c there might even be cricket to watch before the festivities.,Neutral,Technical_Issues
TXT_05561,Front Line with Kamran Shahid - 22 May 2012,Neutral,Community_Discussion
TXT_05567,RT @user The safest place to be in Tottenham tonight is the Spurs trophy cabinet.There's no chance of looters visiting there.,Negative,Community_Discussion
TXT_05571,@user @user ohhh just realize something because of u.. My bday in on the 18th so that's means a Supernatural episode for my bday!,Positive,Community_Discussion
TXT_05573,"""Always been strange for the Caitlyn Jenner narrative to glide over role in this recent, lethal car crash",Negative,Technical_Issues
TXT_05587,"""Whoever brought about the 7th grade pop edition of Ed Sheeran """"photograph"""".. #die""",Negative,Community_Discussion
TXT_05588,please please please STOP with the requests for Ice Cube's son &amp; DC Young Fly to star in a new Friday movie.,Negative,Community_Discussion
TXT_05606,Have Brock Lesnar vs The Undertaker Summerslam simulation coming for you tomorrow :),Positive,Community_Discussion
